"TreeID","species","SPlocation","Score","Date","Year","JulianDay","Girth_cm","DateRange","Start_Year","End_Year","Period"
1919,"quercus.robur","Cascade marsh",2,"2010-04-28",2010,118,112,"2007-2015
",2007,2015,1
1920,"quercus.robur","Cascade marsh",2,"2010-04-22",2010,112,154,"2007-2015
",2007,2015,1
1926,"quercus.robur","Mann's copse",2,"2012-04-04",2012,95,75,"2007-2015
",2007,2015,1
1927,"quercus.robur","Mann's copse",2,"2010-04-30",2010,120,36,"2007-2015
",2007,2015,1
1928,"quercus.robur","Mann's copse",2,"2012-04-02",2012,93,82,"2007-2015
",2007,2015,1
1929,"quercus.robur","Mann's copse",2,"2010-04-14",2010,104,96,"2007-2015
",2007,2015,1
1930,"quercus.robur","Mann's copse",2,"2010-05-08",2010,128,86,"2007-2015
",2007,2015,1
1933,"quercus.robur","Mann's copse",2,"2012-04-16",2012,107,130,"2007-2015
",2007,2015,1
1935,"quercus.robur","Farm wood",2,"2012-04-21",2012,112,91,"2007-2015
",2007,2015,1
1937,"quercus.robur","Farm wood",2,"2012-04-05",2012,96,97,"2007-2015
",2007,2015,1
1939,"quercus.robur","Farm wood",2,"2010-04-22",2010,112,99,"2007-2015
",2007,2015,1
1941,"quercus.robur","Farm wood",2,"2012-04-13",2012,104,93,"2007-2015
",2007,2015,1
1942,"quercus.robur","Farm wood",2,"2010-04-24",2010,114,57,"2007-2015
",2007,2015,1
1945,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,104,"2007-2015
",2007,2015,1
1946,"quercus.robur","Mann's copse",2,"2012-04-06",2012,97,123,"2007-2015
",2007,2015,1
1947,"quercus.robur","Mann's copse",2,"2012-04-10",2012,101,113,"2007-2015
",2007,2015,1
1948,"quercus.robur","Farm wood",2,"2010-04-22",2010,112,87,"2007-2015
",2007,2015,1
1949,"quercus.robur","Farm wood",2,"2012-04-05",2012,96,101,"2007-2015
",2007,2015,1
1952,"quercus.robur","Mann's copse",2,"2012-04-10",2012,101,56,"2007-2015
",2007,2015,1
1953,"quercus.robur","Mann's copse",2,"2012-04-10",2012,101,72,"2007-2015
",2007,2015,1
1954,"quercus.robur","Mann's copse",2,"2012-04-06",2012,97,97,"2007-2015
",2007,2015,1
1955,"quercus.robur","Mann's copse",2,"2012-03-30",2012,90,119,"2007-2015
",2007,2015,1
1956,"quercus.robur","Mann's copse",2,"2012-04-22",2012,113,102,"2007-2015
",2007,2015,1
1957,"quercus.robur","Mann's copse",2,"2012-05-02",2012,123,71,"2007-2015
",2007,2015,1
1958,"quercus.robur","Mann's copse",2,"2010-04-28",2010,118,45,"2007-2015
",2007,2015,1
1959,"quercus.robur","Mann's copse",2,"2012-05-02",2012,123,25,"2007-2015
",2007,2015,1
1960,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,65,"2007-2015
",2007,2015,1
1961,"quercus.robur","Mann's copse",2,"2010-04-24",2010,114,56,"2007-2015
",2007,2015,1
1962,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,57,"2007-2015
",2007,2015,1
1964,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,120,"2007-2015
",2007,2015,1
1965,"quercus.robur","Cascade marsh",2,"2010-04-24",2010,114,215,"2007-2015
",2007,2015,1
1965,"quercus.robur","Cascade marsh",2,"2016-04-25",2016,116,232,"2016-2019
",2016,2019,2
1966,"quercus.robur","Cascade marsh",2,"2012-04-08",2012,99,157,"2007-2015
",2007,2015,1
1966,"quercus.robur","Cascade marsh",2,"2016-04-25",2016,116,156,"2016-2019
",2016,2019,2
1967,"quercus.robur","Cascade marsh",2,"2010-04-22",2010,112,149,"2007-2015
",2007,2015,1
1972,"quercus.robur","Mann's copse",2,"2012-05-08",2012,129,70,"2007-2015
",2007,2015,1
1975,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,56,"2007-2015
",2007,2015,1
1976,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,68,"2007-2015
",2007,2015,1
1977,"quercus.robur","Mann's copse",2,"2012-04-20",2012,111,46,"2007-2015
",2007,2015,1
1980,"quercus.robur","Mann's copse",2,"2012-04-20",2012,111,77,"2007-2015
",2007,2015,1
1981,"quercus.robur","Mann's copse",2,"2012-05-12",2012,133,49,"2007-2015
",2007,2015,1
1982,"quercus.robur","Mann's copse",2,"2012-04-02",2012,93,140,"2007-2015
",2007,2015,1
1983,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,112,"2007-2015
",2007,2015,1
1984,"quercus.robur","Mann's copse",2,"2012-04-18",2012,109,120,"2007-2015
",2007,2015,1
1986,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,198,"2007-2015
",2007,2015,1
1988,"quercus.robur","Mann's copse",2,"2012-04-02",2012,93,157,"2007-2015
",2007,2015,1
1989,"quercus.robur","Mann's copse",2,"2010-04-30",2010,120,67,"2007-2015
",2007,2015,1
1990,"quercus.robur","Mann's copse",2,"2015-04-16",2015,106,128,"2007-2015
",2007,2015,1
1991,"quercus.robur","Mann's copse",2,"2013-04-28",2013,118,87,"2007-2015
",2007,2015,1
1992,"quercus.robur","Mann's copse",2,"2012-04-10",2012,101,58,"2007-2015
",2007,2015,1
1993,"quercus.robur","Mann's copse",2,"2012-04-10",2012,101,83,"2007-2015
",2007,2015,1
1994,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,480,"2007-2015
",2007,2015,1
1995,"quercus.robur","Mann's copse",2,"2012-04-26",2012,117,42,"2007-2015
",2007,2015,1
1996,"quercus.robur","Mann's copse",2,"2012-04-12",2012,103,88,"2007-2015
",2007,2015,1
1997,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,195,"2007-2015
",2007,2015,1
1999,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,118,"2007-2015
",2007,2015,1
2000,"quercus.robur","Mann's copse",2,"2010-04-26",2010,116,97,"2007-2015
",2007,2015,1
2003,"quercus.robur","Pound hill field",2,"2010-05-12",2010,132,20,"2007-2015
",2007,2015,1
2004,"quercus.robur","Pound hill field",2,"2010-05-02",2010,122,15,"2007-2015
",2007,2015,1
2005,"quercus.robur","Pound hill field",2,"2010-04-14",2010,104,135,"2007-2015
",2007,2015,1
2006,"quercus.robur","Pound hill field",2,"2012-04-07",2012,98,158,"2007-2015
",2007,2015,1
2007,"quercus.robur","Pound hill field",2,"2012-04-03",2012,94,113,"2007-2015
",2007,2015,1
2008,"quercus.robur","Pound hill field",2,"2010-04-22",2010,112,205,"2007-2015
",2007,2015,1
2009,"quercus.robur","Pound hill field",2,"2012-04-21",2012,112,76,"2007-2015
",2007,2015,1
2011,"quercus.robur","Pound hill field",2,"2012-04-05",2012,96,144,"2007-2015
",2007,2015,1
2012,"quercus.robur","Pound hill field",2,"2015-04-09",2015,99,190,"2007-2015
",2007,2015,1
2013,"quercus.robur","Pound hill field",2,"2010-04-16",2010,106,188,"2007-2015
",2007,2015,1
2014,"quercus.robur","Pound hill field",2,"2010-04-14",2010,104,100,"2007-2015
",2007,2015,1
2015,"quercus.robur","Pound hill field",2,"2010-04-28",2010,118,38,"2007-2015
",2007,2015,1
2016,"quercus.robur","Pound hill field",2,"2012-04-03",2012,94,152,"2007-2015
",2007,2015,1
2017,"quercus.robur","Pound hill field",2,"2012-04-01",2012,92,79,"2007-2015
",2007,2015,1
2018,"quercus.robur","Pound hill field",2,"2010-04-14",2010,104,125,"2007-2015
",2007,2015,1
2019,"quercus.robur","Pound hill field",2,"2010-04-16",2010,106,138,"2007-2015
",2007,2015,1
2020,"quercus.robur","Pound hill field",2,"2012-03-23",2012,83,128,"2007-2015
",2007,2015,1
2021,"quercus.robur","Pound hill field",2,"2010-04-30",2010,120,38,"2007-2015
",2007,2015,1
2022,"quercus.robur","Pound hill field",2,"2010-04-18",2010,108,155,"2007-2015
",2007,2015,1
2023,"quercus.robur","Pound hill field",2,"2012-04-03",2012,94,169,"2007-2015
",2007,2015,1
2024,"quercus.robur","Pound hill field",2,"2012-04-03",2012,94,141,"2007-2015
",2007,2015,1
2026,"quercus.robur","Pound hill field",2,"2010-04-14",2010,104,198,"2007-2015
",2007,2015,1
2027,"quercus.robur","Pound hill field",2,"2010-04-16",2010,106,221,"2007-2015
",2007,2015,1
2028,"quercus.robur","Pound hill field",2,"2012-04-07",2012,98,38,"2007-2015
",2007,2015,1
2029,"quercus.robur","Pound hill field",2,"2012-05-09",2012,130,31,"2007-2015
",2007,2015,1
2030,"quercus.robur","Pound hill field",2,"2010-04-22",2010,112,136,"2007-2015
",2007,2015,1
2031,"quercus.robur","Pound hill field",2,"2010-04-28",2010,118,62,"2007-2015
",2007,2015,1
2032,"quercus.robur","Pound hill field",2,"2012-04-15",2012,106,79,"2007-2015
",2007,2015,1
2033,"quercus.robur","Pound hill field",2,"2015-04-29",2015,119,110,"2007-2015
",2007,2015,1
2034,"quercus.robur","Pound hill field",2,"2012-04-05",2012,96,114,"2007-2015
",2007,2015,1
2035,"quercus.robur","Pound hill field",2,"2010-04-18",2010,108,236,"2007-2015
",2007,2015,1
2036,"quercus.robur","Pound hill field",2,"2012-04-17",2012,108,52,"2007-2015
",2007,2015,1
2037,"quercus.robur","Pound hill field",2,"2010-04-18",2010,108,94,"2007-2015
",2007,2015,1
2038,"quercus.robur","Pound hill field",2,"2012-04-17",2012,108,38,"2007-2015
",2007,2015,1
2040,"quercus.robur","Pound hill field",2,"2012-04-21",2012,112,57,"2007-2015
",2007,2015,1
2041,"quercus.robur","Pound hill field",2,"2010-04-22",2010,112,99,"2007-2015
",2007,2015,1
2042,"quercus.robur","Pound hill field",2,"2013-05-06",2013,126,53,"2007-2015
",2007,2015,1
2046,"quercus.robur","Mann's copse",2,"2012-04-08",2012,99,190,"2007-2015
",2007,2015,1
2047,"quercus.robur","Mann's copse",2,"2012-03-26",2012,86,149,"2007-2015
",2007,2015,1
2048,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,123,"2007-2015
",2007,2015,1
2049,"quercus.robur","Mann's copse",2,"2012-04-10",2012,101,139,"2007-2015
",2007,2015,1
2050,"quercus.robur","Mann's copse",2,"2012-03-28",2012,88,170,"2007-2015
",2007,2015,1
2051,"quercus.robur","Mann's copse",2,"2012-04-16",2012,107,119,"2007-2015
",2007,2015,1
2052,"quercus.robur","Mann's copse",2,"2013-05-06",2013,126,114,"2007-2015
",2007,2015,1
2053,"quercus.robur","Mann's copse",2,"2012-03-28",2012,88,166,"2007-2015
",2007,2015,1
2054,"quercus.robur","Mann's copse",2,"2010-04-14",2010,104,100,"2007-2015
",2007,2015,1
2055,"quercus.robur","Mann's copse",2,"2012-04-08",2012,99,94,"2007-2015
",2007,2015,1
2056,"quercus.robur","Mann's copse",2,"2012-03-30",2012,90,145,"2007-2015
",2007,2015,1
2058,"quercus.robur","Mann's copse",2,"2012-03-28",2012,88,159,"2007-2015
",2007,2015,1
2059,"quercus.robur","Mann's copse",2,"2012-04-20",2012,111,68,"2007-2015
",2007,2015,1
2060,"quercus.robur","Mann's copse",2,"2012-04-14",2012,105,68,"2007-2015
",2007,2015,1
2061,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,71,"2007-2015
",2007,2015,1
2062,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,148,"2007-2015
",2007,2015,1
2063,"quercus.robur","Mann's copse",2,"2010-04-12",2010,102,140,"2007-2015
",2007,2015,1
2064,"quercus.robur","Mann's copse",2,"2010-04-16",2010,106,129,"2007-2015
",2007,2015,1
2065,"quercus.robur","Mann's copse",2,"2010-04-18",2010,108,80,"2007-2015
",2007,2015,1
2066,"quercus.robur","Mann's copse",2,"2010-05-06",2010,126,43,"2007-2015
",2007,2015,1
2067,"quercus.robur","Mann's copse",2,"2012-04-08",2012,99,141,"2007-2015
",2007,2015,1
2068,"quercus.robur","Mann's copse",2,"2015-04-17",2015,107,122,"2007-2015
",2007,2015,1
2069,"quercus.robur","Mann's copse",2,"2012-04-02",2012,93,250,"2007-2015
",2007,2015,1
2070,"quercus.robur","Mann's copse",2,"2012-04-02",2012,93,54,"2007-2015
",2007,2015,1
2071,"quercus.robur","Mann's copse",2,"2010-04-16",2010,106,118,"2007-2015
",2007,2015,1
2072,"quercus.robur","Mann's copse",2,"2010-04-14",2010,104,110,"2007-2015
",2007,2015,1
2073,"quercus.robur","Mann's copse",2,"2010-04-22",2010,112,34,"2007-2015
",2007,2015,1
2075,"quercus.robur","Nursery Field",2,"2010-04-22",2010,112,66,"2007-2015
",2007,2015,1
2076,"quercus.robur","Nursery Field",2,"2010-04-24",2010,114,47,"2007-2015
",2007,2015,1
2077,"quercus.robur","Nursery Field",2,"2012-04-03",2012,94,55,"2007-2015
",2007,2015,1
2078,"quercus.robur","Nursery Field",2,"2010-04-28",2010,118,111,"2007-2015
",2007,2015,1
2079,"quercus.robur","Nursery Field",2,"2012-04-07",2012,98,32,"2007-2015
",2007,2015,1
2081,"quercus.robur","Nursery Field",2,"2018-04-17",2018,107,143,"2016-2019
",2016,2019,2
2090,"quercus.robur","Nursery Field",2,"2010-04-14",2010,104,300,"2007-2015
",2007,2015,1
2090,"quercus.robur","Nursery Field",2,"2016-04-16",2016,107,426,"2016-2019
",2016,2019,2
2091,"quercus.robur","Nursery Field",2,"2018-04-14",2018,104,144,"2016-2019
",2016,2019,2
2092,"quercus.robur","Nursery Field",2,"2018-04-14",2018,104,80,"2016-2019
",2016,2019,2
2093,"quercus.robur","Pound hill field",2,"2010-04-14",2010,104,99,"2007-2015
",2007,2015,1
2094,"quercus.robur","Pound hill field",2,"2010-04-22",2010,112,80,"2007-2015
",2007,2015,1
2095,"quercus.robur","Pound hill field",2,"2010-04-14",2010,104,114,"2007-2015
",2007,2015,1
2096,"quercus.robur","Farm wood",2,"2012-04-13",2012,104,119,"2007-2015
",2007,2015,1
2097,"quercus.robur","Farm wood",2,"2012-03-29",2012,89,245,"2007-2015
",2007,2015,1
2098,"quercus.robur","Farm wood",2,"2010-04-24",2010,114,83,"2007-2015
",2007,2015,1
2099,"quercus.robur","Farm wood",2,"2012-04-27",2012,118,118,"2007-2015
",2007,2015,1
2100,"quercus.robur","Farm wood",2,"2012-04-27",2012,118,64,"2007-2015
",2007,2015,1
2101,"quercus.robur","Farm wood",2,"2012-04-07",2012,98,73,"2007-2015
",2007,2015,1
2102,"quercus.robur","Farm wood",2,"2012-03-29",2012,89,169,"2007-2015
",2007,2015,1
2103,"quercus.robur","Farm wood",2,"2010-04-14",2010,104,192,"2007-2015
",2007,2015,1
2104,"quercus.robur","Farm wood",2,"2010-05-02",2010,122,180,"2007-2015
",2007,2015,1
2105,"quercus.robur","Farm wood",2,"2012-04-23",2012,114,79,"2007-2015
",2007,2015,1
2106,"quercus.robur","Farm wood",2,"2012-05-03",2012,124,52,"2007-2015
",2007,2015,1
2107,"quercus.robur","Farm wood",2,"2010-04-10",2010,100,230,"2007-2015
",2007,2015,1
2108,"quercus.robur","Farm wood",2,"2010-04-18",2010,108,195,"2007-2015
",2007,2015,1
2110,"quercus.robur","Farm wood",2,"2012-03-27",2012,87,206,"2007-2015
",2007,2015,1
2111,"quercus.robur","Farm wood",2,"2012-03-29",2012,89,34,"2007-2015
",2007,2015,1
2113,"quercus.robur","Farm wood",2,"2012-04-17",2012,108,77,"2007-2015
",2007,2015,1
2114,"quercus.robur","Farm wood",2,"2010-05-02",2010,122,26,"2007-2015
",2007,2015,1
2115,"quercus.robur","Cheapside field",2,"2010-05-02",2010,122,47,"2007-2015
",2007,2015,1
2116,"quercus.robur","Cheapside field",2,"2012-04-25",2012,116,62,"2007-2015
",2007,2015,1
2117,"quercus.robur","Cheapside field",2,"2012-04-09",2012,100,73,"2007-2015
",2007,2015,1
2118,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,67,"2007-2015
",2007,2015,1
2119,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,42,"2007-2015
",2007,2015,1
2120,"quercus.robur","Cheapside field",2,"2012-04-17",2012,108,67,"2007-2015
",2007,2015,1
2121,"quercus.robur","Cheapside field",2,"2012-04-03",2012,94,41,"2007-2015
",2007,2015,1
2123,"quercus.robur","Cheapside field",2,"2010-04-28",2010,118,54,"2007-2015
",2007,2015,1
2124,"quercus.robur","Cheapside field",2,"2010-05-16",2010,136,56,"2007-2015
",2007,2015,1
2125,"quercus.robur","Cheapside field",2,"2012-04-11",2012,102,101,"2007-2015
",2007,2015,1
2126,"quercus.robur","Cheapside field",2,"2012-04-11",2012,102,128,"2007-2015
",2007,2015,1
2127,"quercus.robur","Cheapside field",2,"2012-04-19",2012,110,84,"2007-2015
",2007,2015,1
2130,"quercus.robur","Cheapside field",2,"2010-04-18",2010,108,68,"2007-2015
",2007,2015,1
2131,"quercus.robur","Cheapside field",2,"2012-04-13",2012,104,52,"2007-2015
",2007,2015,1
2132,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,37,"2007-2015
",2007,2015,1
2133,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,29,"2007-2015
",2007,2015,1
2134,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,37,"2007-2015
",2007,2015,1
2135,"quercus.robur","Cheapside field",2,"2012-04-15",2012,106,41,"2007-2015
",2007,2015,1
2136,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,127,"2007-2015
",2007,2015,1
2137,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,108,"2007-2015
",2007,2015,1
2138,"quercus.robur","Cheapside field",2,"2012-04-21",2012,112,86,"2007-2015
",2007,2015,1
2139,"quercus.robur","Cheapside field",2,"2012-04-13",2012,104,87,"2007-2015
",2007,2015,1
2140,"quercus.robur","Cheapside field",2,"2012-04-15",2012,106,55,"2007-2015
",2007,2015,1
2141,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,95,"2007-2015
",2007,2015,1
2143,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,107,"2007-2015
",2007,2015,1
2144,"quercus.robur","Cheapside field",2,"2012-04-03",2012,94,58,"2007-2015
",2007,2015,1
2145,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,97,"2007-2015
",2007,2015,1
2146,"quercus.robur","Cheapside field",2,"2012-04-09",2012,100,82,"2007-2015
",2007,2015,1
2147,"quercus.robur","Gunnes's thicket",2,"2010-04-26",2010,116,88,"2007-2015
",2007,2015,1
2149,"quercus.robur","Gunnes's thicket",2,"2012-04-06",2012,97,138,"2007-2015
",2007,2015,1
2151,"quercus.robur","Gunnes's thicket",2,"2010-05-08",2010,128,54,"2007-2015
",2007,2015,1
2152,"quercus.robur","Nash's copse",2,"2010-04-22",2010,112,87,"2007-2015
",2007,2015,1
2153,"quercus.robur","Gunnes's thicket",2,"2013-04-29",2013,119,132,"2007-2015
",2007,2015,1
2153,"quercus.robur","Gunnes's thicket",2,"2016-04-17",2016,108,142,"2016-2019
",2016,2019,2
2154,"quercus.robur","Nash's copse",2,"2010-04-28",2010,118,46,"2007-2015
",2007,2015,1
2155,"quercus.robur","Nash's copse",2,"2010-04-18",2010,108,80,"2007-2015
",2007,2015,1
2157,"quercus.robur","Cheapside field",2,"2010-04-14",2010,104,124,"2007-2015
",2007,2015,1
2158,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,154,"2007-2015
",2007,2015,1
2159,"quercus.robur","Cheapside field",2,"2012-03-29",2012,89,183,"2007-2015
",2007,2015,1
2160,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,145,"2007-2015
",2007,2015,1
2161,"quercus.robur","Cheapside field",2,"2012-03-27",2012,87,97,"2007-2015
",2007,2015,1
2162,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,160,"2007-2015
",2007,2015,1
2163,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,52,"2007-2015
",2007,2015,1
2165,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,300,"2007-2015
",2007,2015,1
2166,"quercus.robur","Cheapside field",2,"2010-04-18",2010,108,116,"2007-2015
",2007,2015,1
2167,"quercus.robur","Cheapside field",2,"2012-04-09",2012,100,64,"2007-2015
",2007,2015,1
2168,"quercus.robur","Cheapside field",2,"2012-03-29",2012,89,161,"2007-2015
",2007,2015,1
2169,"quercus.robur","Cheapside field",2,"2013-05-02",2013,122,108,"2007-2015
",2007,2015,1
2171,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,102,"2007-2015
",2007,2015,1
2172,"quercus.robur","Cheapside field",2,"2012-04-03",2012,94,114,"2007-2015
",2007,2015,1
2174,"quercus.robur","Cheapside field",2,"2010-04-18",2010,108,136,"2007-2015
",2007,2015,1
2175,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,158,"2007-2015
",2007,2015,1
2176,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,66,"2007-2015
",2007,2015,1
2177,"quercus.robur","Cheapside field",2,"2010-04-30",2010,120,105,"2007-2015
",2007,2015,1
2178,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,135,"2007-2015
",2007,2015,1
2179,"quercus.robur","Cheapside field",2,"2012-04-03",2012,94,150,"2007-2015
",2007,2015,1
2181,"quercus.robur","Cheapside field",2,"2012-04-15",2012,106,99,"2007-2015
",2007,2015,1
2182,"quercus.robur","Cheapside field",2,"2012-03-27",2012,87,129,"2007-2015
",2007,2015,1
2183,"quercus.robur","Cheapside field",2,"2013-04-30",2013,120,72,"2007-2015
",2007,2015,1
2185,"quercus.robur","Cheapside field",2,"2013-05-02",2013,122,148,"2007-2015
",2007,2015,1
2187,"quercus.robur","Cheapside field",2,"2013-04-22",2013,112,61,"2007-2015
",2007,2015,1
2188,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,81,"2007-2015
",2007,2015,1
2189,"quercus.robur","Cheapside field",2,"2012-04-07",2012,98,106,"2007-2015
",2007,2015,1
2190,"quercus.robur","Cheapside field",2,"2012-04-11",2012,102,30,"2007-2015
",2007,2015,1
2191,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,125,"2007-2015
",2007,2015,1
2192,"quercus.robur","Cheapside field",2,"2012-04-05",2012,96,103,"2007-2015
",2007,2015,1
2193,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,85,"2007-2015
",2007,2015,1
2194,"quercus.robur","Cheapside field",2,"2010-04-30",2010,120,80,"2007-2015
",2007,2015,1
2195,"quercus.robur","Cheapside field",2,"2013-05-06",2013,126,72,"2007-2015
",2007,2015,1
2196,"quercus.robur","Cheapside field",2,"2010-04-18",2010,108,121,"2007-2015
",2007,2015,1
2197,"quercus.robur","Cheapside field",2,"2012-04-15",2012,106,95,"2007-2015
",2007,2015,1
2198,"quercus.robur","Cheapside field",2,"2012-03-27",2012,87,71,"2007-2015
",2007,2015,1
2199,"quercus.robur","Cheapside field",2,"2012-04-21",2012,112,63,"2007-2015
",2007,2015,1
2200,"quercus.robur","Cheapside field",2,"2012-04-13",2012,104,52,"2007-2015
",2007,2015,1
2201,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,58,"2007-2015
",2007,2015,1
2203,"quercus.robur","Cheapside field",2,"2012-04-27",2012,118,31,"2007-2015
",2007,2015,1
2204,"quercus.robur","Cheapside field",2,"2012-04-13",2012,104,107,"2007-2015
",2007,2015,1
2205,"quercus.robur","Cheapside field",2,"2012-04-07",2012,98,66,"2007-2015
",2007,2015,1
2206,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,56,"2007-2015
",2007,2015,1
2207,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,86,"2007-2015
",2007,2015,1
2208,"quercus.robur","Cheapside field",2,"2012-04-17",2012,108,41,"2007-2015
",2007,2015,1
2209,"quercus.robur","Cheapside field",2,"2012-04-11",2012,102,35,"2007-2015
",2007,2015,1
2211,"quercus.robur","Cheapside field",2,"2012-04-11",2012,102,89,"2007-2015
",2007,2015,1
2212,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,31,"2007-2015
",2007,2015,1
2213,"quercus.robur","Cheapside field",2,"2013-04-26",2013,116,51,"2007-2015
",2007,2015,1
2214,"quercus.robur","Cheapside field",2,"2012-03-27",2012,87,71,"2007-2015
",2007,2015,1
2215,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,53,"2007-2015
",2007,2015,1
2217,"quercus.robur","Cheapside field",2,"2012-03-29",2012,89,160,"2007-2015
",2007,2015,1
2218,"quercus.robur","Cheapside field",2,"2012-04-25",2012,116,67,"2007-2015
",2007,2015,1
2219,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,72,"2007-2015
",2007,2015,1
2220,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,77,"2007-2015
",2007,2015,1
2221,"quercus.robur","Cheapside field",2,"2010-04-26",2010,116,13,"2007-2015
",2007,2015,1
2222,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,115,"2007-2015
",2007,2015,1
2224,"quercus.robur","Cheapside field",2,"2012-03-29",2012,89,110,"2007-2015
",2007,2015,1
2225,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,115,"2007-2015
",2007,2015,1
2226,"quercus.robur","Cheapside field",2,"2010-04-30",2010,120,129,"2007-2015
",2007,2015,1
2227,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,85,"2007-2015
",2007,2015,1
2228,"quercus.robur","Cheapside field",2,"2012-04-19",2012,110,60,"2007-2015
",2007,2015,1
2229,"quercus.robur","Cheapside field",2,"2012-04-11",2012,102,97,"2007-2015
",2007,2015,1
2230,"quercus.robur","Cheapside field",2,"2012-04-29",2012,120,83,"2007-2015
",2007,2015,1
2231,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,60,"2007-2015
",2007,2015,1
2232,"quercus.robur","Cheapside field",2,"2012-03-29",2012,89,92,"2007-2015
",2007,2015,1
2233,"quercus.robur","Cheapside field",2,"2012-04-13",2012,104,100,"2007-2015
",2007,2015,1
2234,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,130,"2007-2015
",2007,2015,1
2235,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,111,"2007-2015
",2007,2015,1
2236,"quercus.robur","Cheapside field",2,"2012-04-01",2012,92,68,"2007-2015
",2007,2015,1
2237,"quercus.robur","Cheapside field",2,"2012-04-07",2012,98,75,"2007-2015
",2007,2015,1
2238,"quercus.robur","Cheapside field",2,"2012-03-29",2012,89,69,"2007-2015
",2007,2015,1
2239,"quercus.robur","Cheapside field",2,"2012-04-11",2012,102,66,"2007-2015
",2007,2015,1
2240,"quercus.robur","Cheapside field",2,"2010-04-24",2010,114,152,"2007-2015
",2007,2015,1
2241,"quercus.robur","Cheapside field",2,"2010-04-12",2010,102,80,"2007-2015
",2007,2015,1
2242,"quercus.robur","Cheapside field",2,"2010-04-16",2010,106,109,"2007-2015
",2007,2015,1
2243,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,138,"2007-2015
",2007,2015,1
2244,"quercus.robur","Cheapside field",2,"2012-04-03",2012,94,61,"2007-2015
",2007,2015,1
2245,"quercus.robur","Cheapside field",2,"2010-04-22",2010,112,111,"2007-2015
",2007,2015,1
2246,"quercus.robur","Cheapside field",2,"2013-05-02",2013,122,35,"2007-2015
",2007,2015,1
2250,"quercus.robur","Cheapside field",2,"2012-04-17",2012,108,86,"2007-2015
",2007,2015,1
2252,"quercus.robur","Cheapside field",2,"2012-04-03",2012,94,123,"2007-2015
",2007,2015,1
2253,"quercus.robur","Cheapside field",2,"2012-03-27",2012,87,138,"2007-2015
",2007,2015,1
2255,"quercus.robur","Cheapside field",2,"2012-04-19",2012,110,217,"2007-2015
",2007,2015,1
2256,"quercus.robur","Cheapside field",2,"2012-03-23",2012,83,465,"2007-2015
",2007,2015,1
2258,"quercus.robur","Cheapside field",2,"2012-04-09",2012,100,67,"2007-2015
",2007,2015,1
